,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
374324,11/14/2020 9:58,3.54359E+15,"fraud_Tillman, Fritsch and Schmitt",misc_net,9.01,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,10/4/1972,7f933f5a38f89c9e955d61de22a5ddb2,1384423116,39.711362,-78.908153,0
73770,7/16/2020 22:25,3.51487E+15,fraud_Erdman-Schaden,personal_care,54.97,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,8/30/1967,bf3f1d90899b6cba49de23b6c325e62a,1374013504,33.441991,-106.773845,0
460920,12/11/2020 2:27,3.52142E+15,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,213.89,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,11/30/1975,ab540daf601533b2a2c760a8218c4b5c,1386728838,40.098002,-86.765946,0
397152,11/23/2020 23:43,4.29493E+12,fraud_Ebert-Daugherty,travel,6.54,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,8/23/1940,15a10d8b32e2cf9aa327a13b6f56f4b3,1385250234,36.745999,-80.240549,0
555568,12/31/2020 23:03,5.71844E+11,"fraud_Medhurst, Labadie and Gottlieb",travel,5.4,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,403c1f1563afc3b24c0e48f6005cd6e4,1388531006,37.322363,-84.993031,0
310265,10/17/2020 7:26,3.02429E+13,fraud_Sporer Inc,gas_transport,51.3,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,4/6/1958,a252ff4ed023057aba7ae532bd90c35d,1381994761,45.749542,-85.31065,0
118959,8/2/2020 6:31,4.02561E+15,"fraud_Jenkins, Hauck and Friesen",gas_transport,34.51,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,3/20/1949,47ddd35401c50cdf5b5fc2fc38c9cd7f,1375425095,41.019266,-78.592047,0
82797,7/20/2020 6:23,3.59074E+15,"fraud_Moen, Reinger and Murphy",grocery_pos,185.11,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",12/20/1975,0bfb8d97253be94314c60efd86e424dd,1374301397,33.707244,-91.706334,0
287738,10/6/2020 17:43,4.0891E+18,fraud_Fadel-Hilpert,health_fitness,24.24,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,10/14/1983,987446c2a77a8d74805828031beb3967,1381081415,32.629739,-94.013592,0
148090,8/11/2020 16:38,3.58329E+15,"fraud_Nicolas, Hills and McGlynn",entertainment,17.61,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",9/30/1978,6ed96cd27966c48d03b94a967a74b320,1376239123,35.551655,-105.79757,0
313262,10/18/2020 15:50,4.24792E+12,fraud_Bednar PLC,kids_pets,76.62,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,3/9/1939,df6797b06105e8c80eda37d2e5fbcdd8,1382111428,38.924082,-83.148849,0
122381,8/3/2020 5:28,4.48826E+18,fraud_Rodriguez Group,gas_transport,64.95,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,8/23/1929,59610ceb1e61b107110ef78f72589932,1375507717,34.792199,-80.567363,0
319757,10/20/2020 18:21,6.0115E+15,fraud_Kuhn LLC,shopping_pos,2.57,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,11/2/1971,ebc96114a2e5823c3a2cd862d0dcdaf4,1382293314,33.2417,-86.149984,0
160813,8/16/2020 21:42,6.01189E+15,"fraud_Hahn, Bahringer and McLaughlin",personal_care,7.02,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,7/31/1975,cf29c0c44502ca9d03d82269d483abfd,1376689323,39.402484,-104.564303,0
132308,8/6/2020 12:30,3.55122E+15,fraud_Medhurst Inc,home,44.26,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,10/9/1976,02428a09c5f198d592eb4ce3fe01f165,1375792203,44.115441,-74.925387,0
458994,12/10/2020 14:40,3.57303E+15,fraud_Herman Inc,misc_pos,1.86,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1/17/1990,efb645cfcad6aad5c3bdd451b9ab0c0b,1386686420,40.970602,-110.239855,0
522006,12/24/2020 11:32,4.25407E+15,"fraud_Osinski, Ledner and Leuschke",grocery_pos,158.45,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,5/2/1956,c11d0dfb3170de26b9a46cea16f5253c,1387884746,42.917637,-77.376925,0
266393,9/27/2020 23:36,4.64226E+15,fraud_Friesen Inc,shopping_pos,5.6,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",4/23/1987,c8318c97cfafbe7127a4b8f33d3d7b2f,1380324972,38.403531,-109.612099,0
193989,8/28/2020 15:19,4.87378E+15,"fraud_Hermiston, Russel and Price",food_dining,43.69,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,3/10/1974,1deb9b0322443ecf0e8cd631d3c34d6f,1377703166,48.121472,-121.94978,0
469895,12/13/2020 10:25,4.44637E+15,"fraud_Moen, Reinger and Murphy",grocery_pos,83.72,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",8/17/1986,f2f92d8a14b716a46ea902be44751cfc,1386930350,37.11276,-76.081616,0
651,6/21/2020 15:52,1.80065E+14,fraud_Crona and Sons,kids_pets,72.68,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,2/15/1964,55402874fe6f3ff28456d14e292362f5,1371829925,40.613242,-75.909354,0
91225,7/22/2020 17:52,4.95683E+18,fraud_Cruickshank-Mills,entertainment,126.09,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,12/21/1980,e4490d98134d021718fa86ee8700b19a,1374515573,40.617377,-73.622742,0
424662,12/2/2020 19:23,5.71465E+11,fraud_Block-Hauck,travel,450.97,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,2/26/1976,a7bff637482dec15d120f70331026304,1386012206,42.210642,-109.496026,0
519640,12/23/2020 16:10,4.22973E+15,fraud_Stiedemann Ltd,food_dining,58.02,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,5/3/1990,782eebe0c6b0bfe680414ff1b39f6dd4,1387815058,37.902424,-85.974399,0
91487,7/22/2020 20:45,2.13127E+14,fraud_Rau-Grant,kids_pets,34.67,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,1/28/1971,ad0363fca835ac1ae72b7ec0d5281d2b,1374525919,26.871574,-100.237523,0
132678,8/6/2020 15:53,4.14924E+15,fraud_Baumbach Ltd,personal_care,75.93,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,4/8/1989,b4f7f847f463fb1268e6c5c14d933920,1375804382,39.789982,-80.613134,0
480097,12/15/2020 1:13,4.67173E+15,fraud_Jewess LLC,shopping_pos,5.44,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,dc5984e87b8d7ded39029cd61ba2a4b6,1387069995,41.480553,-86.145128,0
471171,12/13/2020 15:45,4.51283E+18,fraud_Crona and Sons,kids_pets,19.75,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,7/25/1983,d3f1b41c7d123254722c2711a66f0c41,1386949559,39.556524,-79.525616,0
181720,8/24/2020 5:34,3.54511E+15,"fraud_Jenkins, Hauck and Friesen",gas_transport,50.19,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,3/5/1999,611f4c113cc2f8fd3855210d0d6606c2,1377322472,32.866117,-90.123751,0
176976,8/22/2020 18:12,6.01139E+15,"fraud_Effertz, Welch and Schowalter",entertainment,46.29,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,2/5/1951,c1d3d625773d1b834f75325844f7ccfb,1377195121,40.474517,-80.520474,0
422515,12/2/2020 1:19,6.012E+15,fraud_Kemmer-Buckridge,misc_pos,5.48,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",6/30/1965,0ac673fa5be94d34fe5589c9b84704ad,1385947158,40.181212,-74.397045,0
320162,10/20/2020 21:01,6.75946E+11,"fraud_Mosciski, Gislason and Mertz",grocery_pos,75.34,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,6/9/2000,0556aa583da2581c88e72bd11fa589cb,1382302862,39.811972,-79.501453,0
289433,10/7/2020 13:54,3.55363E+15,"fraud_Lubowitz, Terry and Stracke",personal_care,18.99,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",9/1/1984,9b29fdeca0623b0920cfa41590139fc3,1381154055,48.101198,-122.76713,0
2776,6/22/2020 5:59,2.24254E+15,fraud_Harris Inc,gas_transport,94.34,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,4/10/1996,16606ad5a0826ce415d45c935c56789f,1371880775,37.981436,-85.830094,0
289257,10/7/2020 11:00,4.90063E+12,fraud_Luettgen PLC,gas_transport,51.69,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,9/22/1973,339f8f73b40027385c88ff08d1a55dc9,1381143624,33.635791,-118.48017,0
115470,7/31/2020 20:09,4.42349E+15,fraud_Turner LLC,travel,9.75,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,3/6/1957,6f7fbd5fad8696dbfe4f9fa8b545f3d0,1375301373,40.94577,-90.766144,0
439336,12/6/2020 15:59,3.85805E+13,fraud_Dare-Gibson,health_fitness,70.68,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,5/13/1968,9e6ead79ff0edc5eaa17b43a0dc9f7ad,1386345562,48.869277,-103.83979,0
52914,7/9/2020 13:42,4.5E+12,"fraud_Kilback, Nitzsche and Leffler",travel,3.96,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,4/7/1965,4c93eed6c08579a16155c51bd55fa4c9,1373377379,37.502923,-76.054175,0
490322,12/17/2020 12:15,4.537E+18,fraud_Stamm-Rodriguez,misc_pos,8.77,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,7/18/1972,c02c6577235ab07538361d32b3cc4b10,1387282512,35.611146,-105.767711,0
402333,11/26/2020 12:00,3.5433E+15,fraud_Pagac LLC,shopping_pos,3.26,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",10/19/1977,ee85ebee077363827b88765481377380,1385467202,36.063639,-82.731387,0
117958,8/1/2020 22:00,3.8199E+13,fraud_Streich Ltd,home,73.45,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,4/15/1988,354eb1948bb1db5bf93534343f2e30c6,1375394452,43.644282,-73.146242,0
352035,11/3/2020 20:54,3.59233E+15,fraud_Streich Ltd,home,100.65,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,8/15/1935,355be47e64aaf6c215da5f5122ce69de,1383512052,37.478129,-77.223909,0
59316,7/12/2020 4:28,2.13174E+14,fraud_Schmitt Inc,gas_transport,59.95,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1/14/1969,7fa9be42aa457e7d2d3680cf843148f8,1373603308,39.214778,-75.209626,0
121807,8/3/2020 1:05,3.02635E+13,fraud_Torp-Lemke,misc_pos,5.7,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,11/24/1961,bd090f35c10ce25e5ea9adcf5c8ae1ea,1375491936,36.756134,-112.795327,0
121928,8/3/2020 2:07,3.00443E+13,fraud_Block-Parisian,misc_net,128.94,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,8/29/1985,0aeda2f9182561c00e4c2d6705c869ec,1375495663,27.061999,-81.803911,0
238207,9/15/2020 4:12,4.19847E+12,fraud_Sporer Inc,gas_transport,78.62,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,8/20/1971,5cc3bde41c5abc55bc2cab579b82cdad,1379218374,40.485093,-96.066298,0
320742,10/21/2020 1:48,3.01184E+13,fraud_Cole PLC,grocery_pos,77.93,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,4/29/1993,6a3ca3712cafcaf30a2b7b3e5c3dfe7b,1382320130,41.221479,-74.356696,0
260995,9/25/2020 15:07,4.2929E+18,fraud_Boyer PLC,misc_pos,219.03,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",8/16/1995,9c81c5e6a838605de5be4fefcb7a34c6,1380121647,44.896233,-113.731348,0
79351,7/19/2020 6:51,6.01137E+15,fraud_Skiles-Ankunding,grocery_net,66.1,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,7/1/1997,b1ab7dc4e5155fd68fcab157affb1642,1374216690,41.008724,-78.473094,0
233925,9/13/2020 19:49,3.72246E+14,fraud_Jakubowski Group,food_dining,34.8,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,3/13/1970,a44a0f223f2b32dceb6d8b602a5cef98,1379101798,45.219874,-104.140504,0
171189,8/20/2020 4:38,4.76943E+18,fraud_Rutherford-Mertz,grocery_pos,176.39,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,8/22/1954,4cfa3efe26cf4e6c9dda5006ac055e75,1376973532,40.162243,-78.029892,0
362825,11/9/2020 6:32,4.87836E+15,"fraud_Cremin, Hamill and Reichel",misc_pos,2.92,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",8/14/1949,cded37a49e7daf3bbb2fd8edbf19b93f,1383978734,42.706127,-95.316955,0
139734,8/9/2020 12:53,3.51867E+15,fraud_Gulgowski LLC,home,228.53,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,11/12/1996,22776fd00ff0341dd1e0421cf833a98b,1376052791,39.978896,-84.996375,0
150624,8/12/2020 16:26,4.58626E+12,fraud_Leannon-Ward,food_dining,1.82,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1/20/1953,87b1652f4e86cf1623a9c4df6ae6a11f,1376324760,39.288651,-95.672733,0
107649,7/28/2020 13:06,4.90885E+15,"fraud_McDermott, Osinski and Morar",home,63.43,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",7/24/1992,cf435d9219a2666f786487c004e796c2,1375016795,31.325257,-96.427097,0
121593,8/2/2020 23:40,3.42036E+14,"fraud_Welch, Rath and Koepp",entertainment,121.06,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",6/19/1999,e666abfaff889b75798025dbce2d1594,1375486806,37.693715,-76.514885,0
290613,10/8/2020 7:22,6.39024E+11,fraud_Rodriguez Group,gas_transport,48.2,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,6/5/1991,aad91c73d8e601a3ec3a7ecb1d337780,1381216937,44.95692,-75.16363,0
180003,8/23/2020 18:09,3.75975E+14,fraud_Stamm-Rodriguez,misc_pos,8.06,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,4/6/1973,42b9770eb904e71ad23bce95d7414d09,1377281363,41.785026,-73.827059,0
432151,12/4/2020 23:03,2.24874E+15,"fraud_Mante, Luettgen and Hackett",health_fitness,42.78,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11/11/1962,5a66f0df4cf5f23b837f6a2a63da26c5,1386198218,38.848132,-100.07617,0
545489,12/29/2020 11:34,6.01149E+15,fraud_Morar Inc,grocery_net,60.11,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,6/11/1986,cd0669ddb9f8cb252cc0632c12b00f59,1388316877,33.329055,-92.630333,0
130271,8/5/2020 11:42,1.80049E+14,fraud_Koepp-Witting,grocery_pos,89.28,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,4/15/1986,9be40d878d35a219380b4b53d32c32b3,1375702934,46.574829,-90.234159,0
434303,12/5/2020 14:32,4.60707E+15,fraud_Watsica LLC,personal_care,48.88,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,3/21/1985,f2beb5f690a932c4015496f9958ed41c,1386253951,35.60853,-97.946693,0
68051,7/14/2020 14:05,4.90063E+12,fraud_Kemmer-Buckridge,misc_pos,676.69,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,9/22/1973,6a07ac763bd9ad084205434ad0e9031d,1373810722,34.28164,-118.975012,0
120006,8/2/2020 14:37,1.80085E+14,fraud_Spencer PLC,entertainment,41.65,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1/18/1970,449684e1c129d4b7ddae0d20d598d916,1375454262,28.066997,-96.573788,0
495762,12/18/2020 21:54,3.51237E+15,"fraud_Altenwerth, Cartwright and Koss",shopping_net,5.19,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,3/31/1985,b4ee96269d956fc6478ea7ddc81c417a,1387403652,38.995934,-90.298077,0
421226,12/1/2020 20:25,2.47509E+15,fraud_Morissette LLC,entertainment,72.26,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,10/12/1993,8d8cc95469d7c0d7cb356b019be08653,1385929519,45.198744,-94.700933,0
136913,8/8/2020 13:23,2.13107E+14,"fraud_Cronin, Kshlerin and Weber",health_fitness,5,Megan,Fernandez,F,77127 Paul Station Apt. 495,Woods Cross,UT,84087,40.8874,-111.9027,13983,Insurance broker,8/14/1979,c0b32ba3ce6802d7817c2b7da6b00fe6,1375968196,41.205966,-110.948247,0
310193,10/17/2020 6:20,4.71079E+15,fraud_Lockman Ltd,grocery_pos,74.92,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",12/13/1986,2bab4af2a649d41ea13d9a90c5e2d9bc,1381990812,42.089841,-84.58952,0
396230,11/23/2020 17:58,3.61539E+13,"fraud_Haley, Batz and Auer",health_fitness,11.73,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,10/13/1949,b8d9a0450f80e121d06f214f8017dc5f,1385229535,28.303622,-82.818035,0
166243,8/18/2020 8:41,4.65849E+15,fraud_Auer-Mosciski,grocery_pos,104.83,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,11/4/1945,25ab2e0611b2f24ec6ad1d081ad5faa1,1376815272,40.052946,-80.1757,0
441865,12/7/2020 1:35,2.28087E+15,"fraud_Lind, Huel and McClure",gas_transport,66.28,Katherine,Cooper,F,3854 Lauren Springs Suite 648,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,9/23/1967,639d9dbd1964f7f0d8e9021c01803fce,1386380139,39.442952,-89.262805,0
171499,8/20/2020 9:11,1.80036E+14,fraud_Prohaska-Murray,gas_transport,64.71,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,11/20/1974,80f978f2260894d6f323afc65b2dbd90,1376989862,42.106938,-91.629135,0
225411,9/9/2020 15:34,3.71226E+14,fraud_Gaylord-Powlowski,home,167.01,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,12/24/1974,98e66d68a163955adaebbae9f928fd20,1378740852,38.319551,-89.607787,0
39488,7/5/2020 8:01,3.5338E+15,"fraud_Lind, Huel and McClure",gas_transport,55.68,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",9/13/1940,b61ddac1675a618b8181c3b2338b3009,1373011274,40.738176,-98.139049,0
42579,7/6/2020 4:04,4.39097E+18,fraud_Nader-Heller,misc_net,121.2,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,6/24/1966,2028060d751ce2794c016ea544258a38,1373083477,35.255345,-97.11138,0
538738,12/28/2020 9:32,5.45671E+15,"fraud_Bernhard, Grant and Langworth",shopping_pos,76.16,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,10/24/1961,9534a7cd4e7512b6a0996ecce83f7643,1388223151,36.313196,-105.700004,0
281018,10/4/2020 13:38,2.13153E+14,"fraud_Kunze, Larkin and Mayert",travel,5.47,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,11/23/1997,e0b932cb6aa4d30c6a0da404488a7d9f,1380893928,46.154541,-89.023592,0
231565,9/12/2020 22:30,4.42608E+18,"fraud_McDermott, Osinski and Morar",home,21.35,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,6/25/1975,86a68793eb5305c0b4f8907900be91f3,1379025049,39.224885,-96.483782,0
256545,9/22/2020 22:42,4.79263E+18,fraud_Pacocha-Bauch,shopping_pos,8.51,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,10/1/1978,2a9545b711a9e3b6c2e71766b34c7901,1379889775,38.79008,-95.532981,0
203792,8/31/2020 19:53,3.50097E+15,fraud_Carroll PLC,health_fitness,73.69,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,5/31/1999,7d90dccae60a0f970cff98c4b6f9e5d7,1377978822,47.775827,-117.101218,0
244855,9/18/2020 13:02,3.76445E+14,fraud_Dickinson-Rempel,misc_pos,3.42,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,973bf34ac122f77789cefdab18586001,1379509334,40.322263,-101.936264,0
391488,11/22/2020 1:28,6.52645E+15,"fraud_Reilly, Heaney and Cole",gas_transport,51.6,Nathan,Stewart,M,63502 Brown Road Apt. 318,West Long Branch,NJ,7764,40.2878,-74.0162,8097,Mechanical engineer,2/18/1964,5d9f3a09d3892e3262ff42e2db65eab2,1385083699,39.731696,-74.334332,0
115751,7/31/2020 22:46,4.102E+18,fraud_Daugherty-Thompson,food_dining,20.12,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,6/13/1987,da31017f6fb9cfa703b52e4dfce42513,1375310764,32.641732,-96.9308,0
33505,7/2/2020 19:38,4.58758E+15,fraud_Jast-McDermott,shopping_pos,473.03,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,4/12/1976,5e50a1d5c62535bfb6c9e013b7195272,1372793896,44.737265,-69.052914,0
60785,7/12/2020 16:01,4.7557E+12,fraud_Kovacek Ltd,travel,3.41,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,6/20/1985,86db5763dfebd24b9166b5c39cbfce45,1373644878,32.291241,-96.257998,0
136779,8/8/2020 12:08,3.56196E+15,fraud_Botsford PLC,home,81.18,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,3/3/1984,e97d6d94a4eb1681db53e4183e0fb3d1,1375963738,41.254132,-72.888819,0
